"","cvaR","cnm","cM","p.max","EMA.max","f.aic","OMA_solnp.max","OMA_osqp.max","CSL.max1","CSL.max2","CSL.max3","CSL2.max1","CSL2.max2","CSL2.max3","ols_sigma_df_est_per_site.max","em_per_site.max","center_agg","center_opt_solnp","center_opt_osqp","pred_OMA_solnp","pred_OMA_osqp","center_opt_solnp.round","center_opt_osqp.round"
"1",0.5,50,10,0.00119000000001506,0.00216000000012173,0.00227000000007138,0.119420000000146,0.00306000000004133,0.000850000000018554,0.00119000000003325,0.00153000000002976,0.000289999999995416,0.000529999999980646,0.000719999999992069,0.00213000000012471,0.000209999999988213,2.99999999970169e-05,0.11702000000003,0.000689999999931388,3.00000000061118e-05,0,9.12,25
"2",0.5,50,100,0.00115999999999985,0.00516000000005988,0.0126999999999498,2.09908000000025,0.0112900000002992,0.00264000000027409,0.0036400000003232,0.00476000000040585,0.00123000000006869,0.00213000000018837,0.00323000000025786,0.00508000000006177,0.00243000000019492,0.00158999999999651,2.08984999999999,0.0020900000000438,0.000130000000008295,0.000100000000002183,11.49,26.25
"3",0.5,50,150,0.00110999999994419,0.011190000000006,0.0224600000000373,4.43914000000013,0.0218600000002061,0.00262000000035187,0.00388000000049942,0.00493000000063148,0.00131000000013955,0.00239000000025044,0.00354000000041196,0.0110000000000036,0.00213000000017928,0.00511000000000422,4.42073999999995,0.00356000000002496,0.000159999999987122,5.99999999940337e-05,11.92,25.25
"4",0.5,100,10,0.00112999999996646,0.00184000000014748,0.00252999999999702,0.118980000000165,0.00308000000016364,0.00111000000005333,0.00142000000005282,0.00183000000000902,0.000459999999984575,0.000819999999976062,0.00110999999998967,0.00181000000014137,0.000310000000008586,7.99999999981082e-05,0.11675000000002,0.000870000000013533,2.99999999970169e-05,1.00000000020373e-05,9.03,25.75
"5",0.5,100,100,0.00125999999997475,0.00654000000005908,0.0249299999999766,2.11426000000024,0.012530000000188,0.00288000000031388,0.0040800000004856,0.00560000000065884,0.0016100000001552,0.00264000000034684,0.00376000000046588,0.00639000000004671,0.00235000000017862,0.00154999999998836,2.10380000000003,0.0019999999999618,0.000169999999998254,0.000240000000012515,11.54,25
"6",0.5,100,150,0.00139999999996689,0.00782000000011067,0.0438300000000163,4.46900000000038,0.0193900000004851,0.00302000000042426,0.00435000000060427,0.00561000000081549,0.00158000000020365,0.00271000000041568,0.00390000000065811,0.00752000000007683,0.00308000000036372,0.00497000000002117,4.45313999999994,0.00354000000005726,0.000289999999977226,0.000279999999966094,11.68,25
"7",0.5,1000,10,0.00242999999999483,0.00335000000023683,0.014389999999994,0.117490000000398,0.00523000000047432,0.00248000000018692,0.00381000000034874,0.00509000000047308,0.0017800000000716,0.00303000000018073,0.00436000000033346,0.0031100000002607,0.00100000000020373,4.99999999829015e-05,0.113099999999959,0.00090000000002874,0.000229999999992287,0.000169999999998254,9.21,25
"8",0.5,1000,100,0.00546999999994114,0.00907000000020162,0.362710000000043,1.93132000000053,0.0284600000004411,0.00578000000029533,0.00791000000065651,0.00927000000068801,0.0045400000002337,0.00621000000041931,0.00793000000069696,0.00632000000022344,0.0158400000002257,0.00171000000005733,1.90482000000002,0.00233999999990374,0.00263000000000829,0.00225000000003092,16.72,25
"9",0.5,1000,150,0.00716000000003987,0.0139500000000862,0.653540000000012,3.2760300000002,0.0554500000000917,0.00811000000041531,0.0103100000005361,0.011590000000806,0.00614000000021406,0.00811000000042441,0.00941000000071654,0.00935000000013133,0.032480000000005,0.00558999999997468,3.22430000000005,0.00374999999999091,0.00431000000004133,0.00427999999998974,15.95,25
"10",0.5,10000,10,0.017060000000165,0.0206900000000405,0.274930000000059,0.0904200000003675,0.0250100000004204,0.00911000000065542,0.0130100000010771,0.0170600000014656,0.00804000000043743,0.0122100000009323,0.0158100000013201,0.0181300000001283,0.00345000000021173,8.00000000162981e-05,0.0663999999999851,0.00088000000007014,0.00236000000002605,0.00246999999999389,8.75,25
"11",0.5,10000,100,0.0506399999999758,0.122579999999998,7.24233000000002,0.669770000000026,0.343089999999966,0.0509100000004855,0.0562400000008711,0.0606100000013248,0.0420400000004065,0.0470800000008876,0.0515500000011252,0.0855700000000161,0.216409999999996,0.0023899999999685,0.329690000000046,0.00244999999996253,0.0357099999999991,0.0362700000000223,12.96,25
"12",0.5,10000,150,0.0742999999999301,0.129480000000258,13.6138799999999,1.11833000000017,0.526310000000303,0.070290000000532,0.0776800000009825,0.0810200000015357,0.0671400000003086,0.0716100000008919,0.0758300000014424,0.0647700000002624,0.392039999999961,0.00682000000006155,0.59660999999991,0.00406000000000859,0.0580899999999747,0.0586200000000099,12.98,25
"13",1,50,10,0.00123999999999796,0.00154000000022279,0.00187999999987369,0.120240000000194,0.00259000000030937,0.00102999999997337,0.0011899999999514,0.00148999999999432,0.000370000000002619,0.0005500000000211,0.000829999999950815,0.00152000000021872,0.000240000000030705,6.00000000122236e-05,0.118389999999927,0.000730000000075961,3.00000000061118e-05,3.99999999717693e-05,9.08,27
"14",1,50,100,0.00117000000011103,0.00538000000007742,0.0128099999999176,2.09346000000021,0.010270000000146,0.00267000000039843,0.00367000000040207,0.00471000000054119,0.00125,0.00235000000002401,0.00336000000017521,0.00531000000006316,0.00123000000017782,0.00155999999993583,2.08529000000002,0.00205999999998312,7.00000000142609e-05,0.00010999999998603,11.66,26
"15",1,50,150,0.00112000000006447,0.00705999999989217,0.0226099999998223,4.45974000000007,0.0171800000003532,0.00330000000029031,0.00443000000048414,0.00575000000058935,0.00132000000015978,0.00253000000033353,0.00374000000037995,0.00689999999993233,0.00160000000018044,0.0049600000000828,4.44614999999989,0.00353000000013708,0.000129999999990105,0.000190000000020518,11.83,25.25
"16",1,100,10,0.00118999999991502,0.00217000000011467,0.00267000000016196,0.119999999999982,0.00331000000014683,0.00109000000004016,0.00144000000003871,0.0017800000000716,0.000369999999984429,0.0006999999999789,0.0010200000000259,0.00212000000010448,0.000319999999992433,1.00000000020373e-05,0.117519999999895,0.000790000000051805,2.99999999879219e-05,6.9999999996071e-05,9.03,25.5
"17",1,100,100,0.00129000000004453,0.00848000000012689,0.0245800000000236,2.10982000000025,0.01383000000018,0.00289000000024316,0.00415000000048167,0.00522000000060871,0.00141000000025088,0.00277000000036423,0.00402000000054613,0.00819000000010419,0.00179000000014639,0.0016299999999319,2.09809000000007,0.00207000000003973,0.000120000000006257,0.000149999999957799,11.55,25
"18",1,100,150,0.00134999999998399,0.0134900000000744,0.0447800000000279,4.50762000000044,0.0258500000004096,0.00313000000041939,0.00434000000059314,0.0058400000007714,0.00155000000007931,0.00277000000034604,0.00404000000062297,0.0132200000000557,0.0033800000003248,0.00541000000001077,4.48537000000002,0.00352999999999156,0.000240000000030705,0.000310000000026776,11.69,25
"19",1,1000,10,0.00259999999985666,0.00422000000033222,0.0154200000001219,0.126840000000557,0.00632000000046901,0.0024100000002727,0.00360000000038781,0.00495000000057189,0.00177000000021508,0.00298000000033426,0.00452000000042972,0.00409000000032393,0.00100000000018554,0.000100000000020373,0.121390000000029,0.000959999999977299,0.000259999999998399,0.000169999999961874,9.21,25.25
"20",1,1000,100,0.00539000000007945,0.00946000000009008,0.374579999999914,2.14777000000044,0.0300800000004347,0.00542000000039479,0.00693000000066604,0.00840000000067448,0.00427000000025146,0.00557000000031621,0.00742000000045664,0.00679000000020096,0.0167500000001928,0.00176000000003114,2.12016000000003,0.00229000000004817,0.00230999999997948,0.00248999999996158,15.09,25
"21",1,1000,150,0.00708999999984371,0.0174600000002647,0.85969999999983,4.03601000000035,0.0547800000000643,0.00781000000042695,0.00924000000064552,0.0106800000008116,0.00614000000010492,0.00785000000047148,0.00932000000058906,0.0126400000001377,0.0283400000000074,0.00567000000002736,3.98308000000008,0.00378999999995358,0.00628000000009706,0.0043399999999383,17.7,25
"22",1,10000,10,0.0178800000001684,0.0300100000001476,0.255829999999914,0.113810000000231,0.044650000000438,0.0117200000007688,0.015650000000951,0.0196000000013737,0.00803000000043539,0.0138300000009076,0.0159000000009473,0.0272600000000966,0.0136500000001979,0.000119999999988067,0.0703800000000592,0.000899999999983265,0.00239999999988868,0.00272000000017215,8.7,25
"23",1,10000,100,0.0545500000000175,0.106050000000105,7.22759999999998,0.709099999999926,0.332760000000017,0.0536400000005415,0.05877000000115,0.0636900000011701,0.0449800000003233,0.0526800000007825,0.0566600000011567,0.066360000000077,0.226149999999816,0.00229000000004817,0.378779999999915,0.00244000000004235,0.0355200000000696,0.0355200000000332,13,25
"24",1,10000,150,0.0723899999999776,0.142379999999976,13.8014600000001,1.22271999999992,0.546610000000092,0.0773600000005536,0.083180000000757,0.0908200000012221,0.0661900000003698,0.0760500000007778,0.078590000000986,0.0846100000000479,0.393510000000024,0.0070499999999447,0.674539999999924,0.00403000000009342,0.0630099999999766,0.0574099999999817,13,25
"25",123,50,10,0.000990000000019791,0.0016100000001461,0.0123199999999815,0.121390000000119,0.00268000000018219,0.000910000000076252,0.00116000000003623,0.00144000000002052,0.00036999999996624,0.000649999999877764,0.000969999999942956,0.00157000000013795,0.000259999999998399,3.00000000061118e-05,0.119519999999975,0.000790000000033615,1.00000000020373e-05,3.00000000061118e-05,9.02,25.5
"26",123,50,100,0.00108999999984007,0.00495999999997366,0.115100000000057,2.09846000000029,0.00981000000016138,0.00248000000015963,0.0036600000002727,0.00460000000035507,0.00114000000008673,0.00223000000019965,0.0031900000002679,0.0048899999999594,0.00118000000016764,0.00152000000012777,2.09079000000002,0.00207999999987805,8.00000000162981e-05,0.000140000000028522,11.56,26.25
"27",123,50,150,0.00117000000007465,0.00783000000001266,0.178039999999764,4.50397000000023,0.0188400000001457,0.00274000000030355,0.00409000000034212,0.00524000000052183,0.00144000000012966,0.00264000000030137,0.00392000000039843,0.00770000000002256,0.00231000000019776,0.00496000000001004,4.48884000000005,0.0037099999999009,0.000159999999941647,0.000160000000014406,11.75,25
"28",123,100,10,0.00126000000002023,0.00235000000026048,0.01475000000004,0.129030000000239,0.00355000000028667,0.00121000000010099,0.00153000000007523,0.001940000000086,0.000479999999988649,0.000840000000025611,0.00122000000001208,0.00234000000025844,0.000340000000014697,4.99999999919964e-05,0.126269999999968,0.000800000000035652,3.00000000061118e-05,1.99999999858846e-05,9.07,26
"29",123,100,100,0.00151000000005297,0.00606999999994514,0.133510000000115,2.1338700000003,0.0126900000001297,0.00275000000036016,0.00392000000052576,0.00507000000065091,0.00150000000008731,0.00263000000024476,0.0040100000003622,0.0059099999999853,0.00259000000016385,0.00175000000004729,2.12343000000006,0.00221999999992477,0.000190000000038708,0.00022000000000844,11.58,25
"30",123,100,150,0.00127999999989697,0.00771000000009735,0.209629999999579,4.55604000000041,0.0212900000004811,0.00312000000043554,0.00429000000065571,0.00548000000082538,0.00158000000023094,0.00297000000044136,0.00398000000059255,0.00738000000010288,0.00496000000035565,0.00516999999998006,4.53828999999996,0.00351000000006024,0.000240000000012515,0.000269999999982247,11.46,25
"31",123,1000,10,0.00252000000014959,0.00340000000051077,0.0389400000000387,0.1295500000008,0.00526000000076237,0.00276000000021668,0.00412000000029366,0.00545000000038272,0.00172999999991589,0.00297000000015032,0.00444000000028609,0.00319000000052256,0.00099000000020169,6.00000000122236e-05,0.125130000000026,0.000850000000064028,0.000180000000036671,0.000169999999961874,9.12,25
"32",123,1000,100,0.00549000000013621,0.00985000000006039,0.584360000000288,2.21619999999988,0.0330100000000675,0.00528000000040265,0.0070800000005147,0.00849000000083834,0.00390000000015789,0.00608000000051106,0.00787000000054832,0.00709000000008018,0.019850000000024,0.00168999999987136,2.18512000000001,0.002129999999961,0.00244999999989886,0.00225000000013097,15.58,25
"33",123,1000,150,0.0072199999998702,0.0222800000001189,1.18040999999994,4.27538000000011,0.0719100000004801,0.00826000000028216,0.00957000000060361,0.0119100000006983,0.00588000000016109,0.00999000000045271,0.00955000000056316,0.0174800000001233,0.0406300000001283,0.00557000000004336,4.20505999999992,0.0037100000000828,0.00663999999989755,0.0045200000001023,19.41,25
"34",123,10000,10,0.0193499999999403,0.0335100000001876,0.416610000000183,0.123140000000403,0.0382300000004216,0.0115900000008514,0.0152100000010068,0.0199800000013965,0.00793000000032407,0.012290000000994,0.0165300000011666,0.030960000000141,0.0040400000003865,4.99999999738066e-05,0.0857800000000498,0.000860000000011496,0.00230999999985215,0.00231999999990876,9.47,25
"35",123,10000,100,0.0514300000000912,0.132670000000035,8.91141000000032,1.87361000000015,0.343150000000005,0.052750000000724,0.0605000000009932,0.0661000000011882,0.0443900000005488,0.0490800000009949,0.0565700000013021,0.0936900000000424,0.208130000000001,0.00222000000007029,1.53081,0.00221999999994296,0.0387600000000384,0.0368899999999485,20,25
"36",123,10000,150,0.0724700000000303,0.156309999999903,16.2564299999994,3.65803000000014,0.559720000000088,0.0794000000004598,0.0854900000007729,0.0931800000013209,0.0659900000003836,0.0767500000006112,0.0791300000009869,0.0989100000000144,0.391080000000129,0.00627999999998792,3.09825000000004,0.00387999999991734,0.0635099999999693,0.0595700000000397,21.3,25
